InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
580137,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,6,12/1/2011 19:54,0.83,17566,United Kingdom
580137,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,12/1/2011 19:54,0.83,17566,United Kingdom
580137,20676,RED RETROSPOT BOWL,1,12/1/2011 19:54,1.25,17566,United Kingdom
580137,22728,ALARM CLOCK BAKELIKE PINK,1,12/1/2011 19:54,3.75,17566,United Kingdom
580137,22217,T-LIGHT HOLDER HANGING LACE,6,12/1/2011 19:54,1.25,17566,United Kingdom
580137,22630,DOLLY GIRL LUNCH BOX,1,12/1/2011 19:54,1.95,17566,United Kingdom
580137,22629,SPACEBOY LUNCH BOX ,1,12/1/2011 19:54,1.95,17566,United Kingdom
580137,85053,FRENCH ENAMEL CANDLEHOLDER,4,12/1/2011 19:54,2.1,17566,United Kingdom
580137,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,12/1/2011 19:54,3.95,17566,United Kingdom
580137,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12,12/1/2011 19:54,0.55,17566,United Kingdom
580137,23330,DECORATIVE WICKER HEART MEDIUM,1,12/1/2011 19:54,1.25,17566,United Kingdom
580137,23333,IVORY WICKER HEART MEDIUM,2,12/1/2011 19:54,1.25,17566,United Kingdom
